Hannah fra De unge mødre: Angela vil bo hos sin far; Hannah har været igennem flere depressioner og svære beslutninger. Senest da hun lod sin datter flytte hjem til Hannah hendes far Da ”De Unge Mødre” startede for 17 sæsoner siden, var Hannah Nielsen et af de allerførste ansigter, som dukkede op på skærmen med sin en måned gamle datter Angela. Der er nu gået otte år, og hendes liv har taget nogle meget skarpe sving siden. Ned ad bakke på TV - Under optagelserne var mit liv gået meget ned af bakke. Jeg var bare ikke bevist om det på det tidspunkt, fordi jeg havde skyklapper på, erkender 25-årige Hannah, som trak sig allerede efter første sæson. Siden har hun været igennem brud, depressioner, lykkepiller og lange terapiforløb. Men hun er også blevet klogere. Ikke mindst på sig selv. Så sandheden om sit eget liv på TV Det var faktisk, da hun så sig selv på tv, at det for første gang gik op for hende, at hendes liv ikke var, som hun gik og bildte sig selv ind. Efterfølgende fik hun et sammenbrud, som sendte hende i psykologbehandling. Det blev et langt forløb, hvor Hannah langsomt indså, at der faktisk havde ligget en sort sky over hende siden 1. klasse, hvor hun blev mobbet. Angela gav mig lyst til at leve - Det har været rigtig, rigtig hårdt. Jeg er faktisk ikke sikker på, jeg havde overlevet, hvis jeg ikke havde fået Angela. Hun holdt livet i gang hos mig og gav mig en lyst til at leve. Gravid med en ven Helt let har det dog ikke været at være alenemor. Især ikke, da Hannah for halvandet år siden blev mor til Celina efter en meget u-planlagt graviditet med en ven. - Der var ingen af os, der havde regnet med, at der skulle komme et barn ud af det. Men jeg turde ikke få en abort af frygt for, hvad det ville gøre ved mig psykisk. Jeg frygtede at jeg ville ryge helt ned, så jeg ville ende på den lukkede. Angela ønskede at flytte hjem til far I dag er Hannah fra Kalundborg selvfølgelig lykkelig for, at hun valgte at få Celina. Men den yngste datter har taget meget af hendes tid, og det har engang imellem været svært for den nu otteårige Angela. Blandt andet derfor begyndte hun for et halvt år siden at lufte et ønske om at flytte hjem til sin far. Et ønske, som nok ville få de fleste mødre til at stivne, men Hannah har langsomt vænnet sig til tanken, og i efterårsferie flyttede Angela hjem til sin far i Roskilde. - Det har selvfølgelig givet mig nogle søvnløse nætter. Som mor har man jo ikke lyst til at give slip på sit barn. Jeg har haft ondt i maven og haft det elendigt, og jeg har også hørt fra mange på Facebook, at det er en vanvittig beslutning. Men det var jo noget Angela gerne ville, og jeg tror, et barn har ligeså meget brug for sin far som sin mor, siger Hannah, som har haft mange kampe gennem årene med Angelas far. I dag er deres forhold dog så godt, at hun har fuldstændig tiltro til ham som fuldtidsfar. Hans kærlighed er altoverskyggende - Jeg ved, at hans kærlighed til hende er altoverskyggende, og så ved jeg, at han har droppet alle sine fritidsaktiviteter for at være sammen med hende, siger Hannah og peger på, at Angela er en glad pige. Hannah er for det meste også en glad mor, som er i gang med sin drømmeuddannelse som piercer, og som i dag er erklæret rask og ikke mere i behandling for depression. Men engang imellem stikker savnet. - Når mig og Celina sidder alene, så spørger hun tit efter Angela. Det gør ondt. LÆS OGSÅ:  Læs også hvordan det gik Natasja Brämer fra De unge mødre på udeoghjemme.dk Læs også om Natascha Lineas jul med Lia på udeoghjemme.dk  ;Onsdag, 25. december 2013
Se Tori Spellings favorit-juleknas; Som hos så mange andre familier er søde lækkerier også en del af julehyggen hjemme hos Tori Spelling, hendes mand Dean McDermott og deres fire børn. Og her ved juletid viser den 40-årige ”Beverly Hills 90210”-stjerne på sin blog, hvilke søde sager, familien især holder af. - Julen er virkelig den mest vidunderlige tid på året. Vi kan tilbringe tiden med vores kære, give (og få!) gaver, pynte huset og tilføre noget julestemning og selvfølgelig være kreative! Men jeg ved, at det mine børn bedst kan lide, er at blive forkælet med festlige, søde sager, skriver Tori Spelling og viser blandt andet billeder af konfekt med pebermynte og Oreo-småkager, bløde ingefærsmåkager med karamel og pebermynte-skumfiduser. Se billederne af lækkerierne, som Tori Spelling også har forsynet med et link til opskrifterne, på hendes blog her. ;Tirsdag, 24. december 2013
Cecilie Beck: Sådan bliver min juleaften på job; – Jeg sad selvfølgelig hellere hjemme hos familien, men når det nu skal være, så er det faktisk en meget hyggelig dag. Der plejer sjældent at ske det helt store, så der bliver lidt ekstra tid til at hyggesnakke med kolleger, og så plejer vi at gå samlet i kantinen og spise and. Bagefter skal jeg til mine ekssvigerforældre, hvor min eksmand er med børnene, (Astrid, 16, og Frida, 11, red.), så jeg når at få en halv juleaften med dem. – Vi laver ikke nogen erstatnings-juleaften, men jeg er en stor julefanatiker, så vi har så mange andre juletraditioner, så der bliver masser af julerier alligevel – også med Rasmus (Tantholdt, red.), men det bliver bare ikke juleaften. ;Tirsdag, 24. december 2013
Rasmus Seebachs juleaften hos mor; Julen finder som altid sted hjemme hos mor Karen på Frederiksberg, og hun har helt styr på, hvad der skal ske. – Det er en tradition, at det finder sted hos min mor, men i år bliver det lidt specielt, fordi min storebror for første gang holder jul sammen med sin svigerfamilie. STORT GALLERI: Se vores fine billeder med Rasmus Seebach - Men vi ses alle sammen til vores store julefrokost anden juledag. Min mor kører juleaften rimelig solo, fortæller Rasmus Seebach i et stort interview med BILLED-BLADET. - Selvfølgelig skal man lige hjælpe til med nogle småting, men det er helt klart hende, som står for det hele. Og det vil hun også rigtig gerne, det sætter hun en stor ære i. Hun er chefen i køkkenet den dag. Og hun er rigtig god til det, roser sangeren sin mor. Læs hele det store interview med Rasmus Seebach i BILLED-BLADETs store julenummer, der er i butikkerne nu. ;Tirsdag, 24. december 2013
Uffe Holm er blevet far: Det er helt vildt!; 23. december havde Uffe Holms kone termin til at føde en lille datter. Og 23. december blev det. -Det er helt vildt og bare SÅ perfekt. Vi lukkede ned for salget af juletræer den 23. december, og så kørte vi på hospitalet. Fødslen tog 45 minutter, så fire timer efter kørte vi hjem med vores lille datter, jubler en glad Uffe Holm. -Og hun er bare SÅ fin og sød. Hun er 49 centimeter lang og vejer 2970 gram, fortæller den stolte, nybagte far til BILLED-BLADET. 37-årige Uffe Holm og hans kone, Malene Kristensen, vidste godt, det var en lillesøster til parrets søn Texas på fem år, der var på vej. Alle får julegaver hos Uffe Holm -Texas synes også, hun er rigtig sød. Hun er den bedste julegave, vi kunne få. I går holdt vi lillejuleaften sammen, og nu skal vi holde juleaften med en lille, ny i familien. Det er kæmpe stort! Og jo, selvfølgelig skal man have julegave, selvom man kun er én dag gammel. Hos os får alle julegaver – også kattene, fortæller Uffe Holm med et stort smil. Oven i den skønne familieforøgelse kan Uffe Holm glæde sig over, at hans nebengeschäft med at sælge juletræer er gået forrygende. -Ja, så alt er bare godt, lyder det fra Uffe Holm, der nu kan lade julefreden sænke sig over den lille familie.   ;Tirsdag, 24. december 2013
Jesper Christensen vil være anonym; Skuespilleren Jesper Christensen har brilleret i et hav af forskellige roller, men det er forbløffende lidt, han har fortalt om sig selv og privatlivet i medierne gennem årene. Privatpersonen Jesper Christensen er ligeså ukendt for offentligheden, som den forbryderorganisation han arbejdede for i to film om 007-agenten James Bond, og den indstilling har den danske skuespiller stadig, skønt han nu igen dukker op på TV i DRs nye dramaserie ”Arvingerne”. - Folk skal ikke vide for meget om mig og mine holdninger. Jo mindre de ved om mig, jo mere tror de på de roller, jeg spiller, siger Jesper Christensen i et interview til Børsen. - De skal heller ikke vide, hvordan jeg tacklede min skilsmisse, eller hvordan jeg har det med mine forældre, søskende og gode venner. Det kommer ikke andre folk ved, siger Jesper Christensen, der har tre døtre og er gift med Tove Bornhøft, der er leder af teatret Rio Rose i København. Jesper Christensen er dog kendt for at have skarpe holdninger, men han føler, han misbruger sit arbejde, hvis han udtaler sig som samfundsborger: - Fordi jeg er Jesper Christensen, er der gode chancer for, at en avis vil have min kronik. Ikke fordi jeg er klog eller kan skrive, men fordi jeg – skuespilleren – er afsenderen. Jeg står på mit job, når jeg ytrer mig. Jeg misbruger på en måde mit arbejde, selvom jeg bare vil mene noget som borger. Folk genkender mig som ham fra filmene, og så bliver tingene rodet sammen. Det kompromitterer mit arbejde, siger Jesper Christensen til avisen.   ;Mandag, 23. december 2013
Mette Reissmann: Dem husker jeg fra ”Luksusfælden” ;" - Det giver mig kuldegysninger at høre, hvor godt det er gået Helle og Benjamin. Jeg er oprigtigt glad på deres vegne over, at de har formået at holde fast. Jeg synes, det kan tjene som et eksempel for andre, siger Mette Reissmann, forbrugerøkonom og tidligere ekspert fra ”Luksusfælden”. Avisen BT har lavet en undersøgelse af, hvordan det er gået mange af de par, der har medvirket i TV3's populære program, blandt andre parret Helle og Benjamin Røber fra Greve, der i 2008 lukkede ”Luksusfælden”s eksperter ind i hjemmet, for at de kunne hjælpe dem med at få deres økonomi på fode igen. Kunne beholde huset Da Mette Reissmann var på besøg, skyldte parret 2,8 millioner kroner i deres hus, og alle tre kassekreditter var overtrukket. Parret havde bl.a brugt 350.000 kroner på et nyt køkken, ligesom deres to sønner væltede sig i nyt tøj og legetøj. - Men vi levede efter eksperternes stramme budget i et halvt år. Det var rigtigt stramt, siger Helle Røber i dag til BT. Parret har dog efter ""Luksusfælden""s besøg formået at beholde deres hus i Greve. De har også fået råd til en bil, sparet op til en ny udestue, og for et år siden fik de en lille datter.         ";Mandag, 23. december 2013
Ole Bornedals TV-serie ”1864” solgt til Storbritannien;" Først kom Sara Lund fra ”Forbrydelsen”, så kom Birgittte Nyborg fra ”Borgen” og endnu inden danmarkspremieren på ”1864” - DRs næste store TV-serie-satsning – har briterne allerede købt serien. Dermed kan millioner af britiske tv-seere følge med, og DR kan sætte endnu et kryds på listen over lande og TV-stationer, som viser TV-serien. - BBC har oplevet en overraskende stor seerrekord med dansk drama på BBC Four, da de viste ""Forbrydelsen"" og ""Borgen"". Derfor glæder vi os over, at de nu også tilbyder deres seere at følge med i Ole Bornedals store episke drama,""1864"", når det glider over skærmen i 2014, udtaler seriens producenter, Peter Bose og Jonas Allen, Miso Film, i en pressemeddelelse. Ligesom de to øvrige danske serier sendes ""1864"" med dansk tale og engelske undertekster. Optaget i Prag og i Danmark TV-serien er bygget op omkring Tom Buk Swienty's bøger ""Slagtebænk Dybbøl"" og ""Dommedag Als"" og handler om slaget ved Dybbøl i 1864, der kostede 5.000 danske soldater livet. Ole Bornedal er instruktør, og TV-serien har skuespillere som Nicolas Bro, Rasmus Bjerg og Jens Sætter-Lassen på rollelisten. Optagelserne begyndte den 8. april, og TV-serien er med et budget på 173 millioner og 6.000 statister den dyreste og mest omfattende danske TV-produktion nogensinde. Optagelserne sluttede i Prag midt i juli, hvorefter produktionen rykkede til Danmark for at få de sidste skud i kassen til den danske premiere søndag den 27. september 2014.     ";Mandag, 23. december 2013
Søs fra Far til fire kvæstet;" Der var ikke meget ""sommer, sol, og søndags""-humør over situationen, da skuespillerinden Carla Mickelborg – bedst kendt som Søs i de nyere ”Far Til Fire” film med Niels Olsen i hovedrollen som far – var i byen natten til lørdag. Kampen om taxaer i det københavnske natteliv kan nemlig være langt mere brutal, end i de populære familiefilm, hvor alle notorisk er så søde ved hinanden. Carla oplevede således at komme i karambolage med en anden kvinde, der ville have samme taxa, som skuespillerinden, skriver Se og Hør. - Duk dig, hvis du vil have en taxa, alle dine tænder og et ansigt uden flænger. Dette er, hvad jeg har at fortælle, efter en kvinde skippede mig for at få en taxa i går nat. Julen er som vi ved, hjerternes fest, skriver Carla på Instagram, ledsaget af et billede af sig selv taget lige efter ulykken. På billedet kan man tydeligt se, at den søde Søs har fået nogle ordentlige skrammer efter taxa-kampen - se det på Carla Mickelborgs Instagram-profil her.     ";Mandag, 23. december 2013
Nicolaj Kopernikus fik rotte-forskrækkelse; Dr. Schwartz – som skuespilleren Nicolaj Kopernikus i denne julemåned er bedst kendt som i TV2's julekalender ”Tvillingerne og Julemanden” - afslører, at det ikke var den rene svir at spille juleskurk.  Som enhver rigtig ond skurk skulle Dr. Schwartz nemlig have et kæledyr, som han kunne sidde og stryge over pelsen – og i manuskriptet var kræet en stor kælerotte. - Det dyr havde både jeg og instruktøren det svært med. Det er så klamt. Jeg tror, jeg lignede én, der var ved at kaste op, mens jeg sad med den rotte. Tænk på den lange tykke hale, siger Nicolaj Kopernikus til Ekstra Bladet. Anstrengelserne var dog forgæves, for næsten alle scener med rotten er senere blevet klippet ud af de 24 afsnit af julekalenderen.   ;Mandag, 23. december 2013
Lars von Triers film sælger ikke nok billetter;" Før den biografaktuelle´film ”Nymphomaniac” må Lars von Trier, Danmarks mest berømte filminstruktør, erkende, at salgstallene på hans seneste fire film ikke er i nærheden af at udløse ekstase. Samlet set har den berømte danske filmmands fire værker ""Dogville"", ""Manderlay"", ""Antichrist"" og senest ""Melancholia"" fra 2011 kostet 282 millioner kroner at lave. Men de fire store Lars von Trier-film har trods et samlet budget på 282 millioner kroner kun indtjent 214 millioner kroner til Lars von Trier og Peter ""Ålen"" Aalbæks fælles firma Zentropa, skriver Ekstra Bladet. Avisen baserer beregningerne på officielle tal fra Det Danske Filminstitut. Efterlader økonomisk hul Von Trier efterlader et økonomisk hul på 68 millioner kroner i kølvandet på de fire værker, der er markedsført massivt, både herhjemme og i udlandet. At Lars von Triers film ikke er nogen god forretning afsløres af tal fra DFI, der samlet set har støttet Lars von Triers film med 35 millioner kroner i alt. Støtte, der normalt bliver betalt tilbage, hvis en film sælger tilstrækkeligt med billetter. Der har ingen af Lars von Triers film dog indtil videre gjort. Formuen i Lars von Triers firma er vokset Ikke desto mindre er Lars von Trier de seneste ti år blevet styrtende rig, samtidig med, at hans film langtfra har præsteret på bundlinjen, konkluderer Ekstra Bladet. Formuen i Lars von Triers private firma Element Film, der ejer en del af Zentropa, er siden udgivelsen af ""Dogville"" i 2003 vokset med hele 26 millioner kroner.  - Sådan som reglerne er, står vi langt nede i køen af folk, der skal have penge tilbage. Og indtil videre har ingen af Lars von Triers film betalt noget støtte tilbage.  Sådan er systemet indrettet, men vi kan sagtens få støtte tilbage, hvis en film sælger godt, siger filmcontroller hos DFI Anette Kjær til avisen. En film som ""Klovn"", med Casper Christensen og Frank Hvam, har således betalt en del støttekroner tilbage.           ";Mandag, 23. december 2013
Clint Eastwood i bitter skilsmisse;" ""Dirty Harry"" – alias den 83-årige skuespiller Clint Eastwood – er ikke helt færdig med at rense ud. I al fald har han indledt en beskidt formuekamp med sin kone gennem 17 år, Dina Eastwood. Den tidligere actionhelt mener nemlig ikke, at Dina – som han blev separeret fra i juni 2012 - skal have én eneste dollar ud af skilsmissen, skriver TMZ. Parret har også en 16-årige datter, som Clintens eks' vil have for sig selv. Men heller ikke dér vil Clint Eastwood give sig. Han har søgt om fælles forældremyndighed over datteren. Så må domstolene afgøre resten.   ";Mandag, 23. december 2013
Indbrud hos Laust Sonne fra D-A-D ; Juletiden er højsæson for indbrud. Det har D-A-D-trommeslager Laust Sonne måtte sande på smerteligste vis, da han kom hjem til et hus, hvor der havde været ubudne gæster, skriver Metroxpress. - Nogen har gået rundt i vores ting. De har taget tøj, solbriller, alt elektronik. Alt er gennemrodet, skriver Laust Sonnes kæreste, Maria Erwolter, på Facebook. Det største tab er en særlig el-guitar, som trommeslageren Laust Sonne satte stor pris på. Maria Erwolter skriver, at Laust Sonnes vintage Fender-guitar er blevet stjålet. - Jeg kan slet ikke forestille mig, hvilke tumper der render rundt i samfundet med god samvittighed. Tilbage står vi med en underlig følelse, skriver Maria Erwolter. ;Mandag, 23. december 2013
Asger Aamund sætter tøffelhelte på plads; Der kommer flere og flere af den slags mænd, der sælger deres sjæl og frihed til gengæld for at leve i et parforhold med en kvinde, mener Asger Aamund. Og i hans øjne er den slags faktisk slet ikke rigtige mænd, men tøsedrenge. Det fortæller han til ugebladet FEMINA i denne uge i et tema om den kriseramte danske mand. - Kvinderne er blevet meget stærke. De er krævende og kontrollerende. Manden ved ikke, hvor han skal gøre af sig selv, for han føler sig overvåget og bliver hele tiden sat til et eller andet, der har med husholdningen at gøre. Han tør ikke sige til konen, at hun skal knytte sylten, siger Asger Aamund til FEMINA. Derfor er mænd utro. Se grunden på Femina.dk Mænd er moderne sladretanter Han forklarer, at det koster på frihedskontoen for mændene, hvis de gerne vil leve i parforhold, og pludselig kan de ikke længere få lov til at gøre det, som mænd helst vil, men må ligge under for kvindernes luner, indtil de til sidst selv bliver kvindagtige. - Som ungkarl opgiver man store frihedsgrader ved at træde ind i et parforhold. Til gengæld kan man få selskab, respekt, sex og måske kærlighed, hvis man er heldig, siger Asger Aamund og fortsætter: - Tidligere mødtes mænd på fodboldbanen eller på værtshuset. I dag ser man dem gå med barnevogne ved siden af hinanden. Der er jeg så meget af den gamle skole, at jeg ikke kan lade være med at grine ad dem. Fint nok, at de gør det, men det er jo næsten som kvinder, der samledes om vandpumpen og sladrede i gamle dage, siger han. Anders Mattesen: Ind imellem er jeg ved at brække mig over mig selv. Se mere på Femina.dk Fra mand til tøsedreng En rigtig mand er ifølge Asger Aamund, der tør tage en beslutning om, hvad han helst vil og handle derefter. Hvis han blot retter ind efter kvinden i sit liv, mister han sin mandighed. - Hvis en mand ikke har noget imod at hente børnene i skolen, købe ind i Irma og lave aftensmad, så skal han gøre det. Han er i mine øjne en rigtig mand, fordi han selv har valgt det. Man er ikke rigtig mand, hvis man hellere ville ud med fiskestangen end stå med Nilfisken derhjemme og alligevel lader sig koste hen i den rolle. Fordi man er en tøsedreng, siger Asger Aamund. Renée Toft Simonsen: Store drenge bør også kunne græde, se klummen på Femina.dk ;Mandag, 23. december 2013
Grevinde Alexandra fejrer jul med familie og venner; Søndag eftermiddag et par dage før jul var grevinde Alexandra sammen med sin mand Martin Jørgensen, sønnerne prins Nikolai og prins Felix og sin mor Christa Manley til julekoncert i DR's koncertsal. Her fejrede man DR Pigekorets 75-års jubilæum samt tiltrædelsen af korets nye chefdirigent, Phillip Faber, med et væld af klassiske julesange og salmer og med deltagelse af både DR Juniorkoret, Børnekoret og Spirekoret. Jul og nytår med familie og venner Efter koncerten fortalte grevinde Alexandra blandt andet om den forestående jule- og nytårsaften. - Vi er familie og nogle tætte venner, der fejrer jul sammen. Til nytår er børnene sammen med deres far. Nytåret fejrer jeg sammen med min mand, sagde grevinde Alexandra, der også havde stor ros til DR Pigekoret, som hun er protektor for: - Pigerne gør det rigtig, rigtig godt, fortalte grevinde Alexandra, der også var meget glad for at se mange kendte ansigter blandt sangerne til koncerten. Læs mere om grevinde Alexandra og koncerten i BILLED-BLADET i det nye år. ;Søndag, 22. december 2013
Ida Wohlert holder jul i nyt hus; Sønnerne Elliot på fem år og Edgar på et år er også kørt godt ind i henholdsvis ny børnehave og vuggestue. Når Elliot skal begynde i skole til sommer, bliver det på Idas gamle skole, Bernadotteskolen, og det var også én af årsagerne til, at familien ville flytte i nærheden af den skole. – En stor del af mit hjerte ligger i Taarbæk, for her har mine bedsteforældre altid boet. Min farmor bor her endnu, så da vi så et hus til salg, slog vi til, selv om Kasper har været lidt nervøs ved tanken om at skulle flytte ud af byen. Men han faldt også for det charmerende hus og den fantastiske stemning, som er her blandt den skønne blanding af små fiskerhuse og lejligheder, fortæller Ida. – Det er et stort ansvar at flytte børnene i ny institution, og vi har overvejet det længe, men vi vidste jo, at vi gerne skulle ud af byen på et tidspunkt i forbindelse med Elliots skole. Vi har fundet en vidunderlig integreret vuggestue og børnehave, som ligger midt i byen. Og det hele er lidt som at komme hjem. Min bror Johan bor nemlig også herude, efter at Pernille (Rosendahl, red.) og han er flyttet fra hinanden. Han bor blot 100 meter længere nede ad vejen, og så er der en legekammerat i nærheden for børnene med Johans søn Tristan, 7, siger Ida. HUSK BILLED-BLADETs store julenummer er i butikkerne nu - god jul. ;Søndag, 22. december 2013
Agnetha løfter sløret for ABBA’s brud;" Nu fortæller Agnetha Fältskog om rygterne, interne konflikter, kampen mod sceneskræk og skilsmissen. - Det var virkelig en hård tid. Så enkelt og kortfattet kan det siges. I en nylig BBC-dokumentar taler Agnetha ud af om konflikterne i ABBA, sceneskræk og svære tider. Den britiske dokumentarfilm ""Agnetha Fältskog - fra Abba til i dag"" portrætterer Agnetha Fältskog fra solokarrieren begynder i en alder af 15 år til dette års comeback med albummet ""A"". Agnetha og Anni-Frid Gennem de succesfulde år led gruppen af vedhæftende rygter om, at der var intern splid mellem Agnetha og Anni–Frid. Ifølge den svenske avis Aftonbladet, er Agnetha heller ikke helt afvisende over for rygterne. - Der blev skrevet meget om, at vi ikke var venner. Klart, der var en del irritation, fordi vi var trætte. Men vi har også hjulpet hinanden, siger Agnetha i dokumentaren. Skilsmisse og splid Men også forholdet til Björn Ulvaeus og bruddet mellem de to kommer både Agnetha og Björn ind på i dokumentaren. Skilsmissen i 1979 viste sig også at sætte sine spor i gruppens kreative proces med sange, hvilket blandt andet blev udtrykt i sangen ”The Winner takes it all”. Björn Ulvaeus, som også deltager i dokumentaren forklarer sangen således. - Måske var det en måde at få det ud af mit system. Skrive tekst og lade hende synge var en udrensning. Vi fik det ud på en stor måde. - Det var en udfordring at synge sangen, fordi den var så tæt på virkeligheden, fortæller Agnetha. Udkørte og på vej mod enden I 1981 bliver også Benny og Frida skilt, men grupper fortsætter deres arbejde og konflikterne holdes tæt inden for gruppen.Abba gik i studiet og lavede deres sidste album sammen ""Visitors"". - Med et blev det svært at arbejde. Det var ikke længere sjovt at lave musik, forklarer Agnetha i dokumentaren. Ulvaeus beskriver bruddet, der begyndte i 1982 og fortsatte gradvist. Agnetha og Anni-Frid lavede soloprojekter mens Bjørn og Benny fortsatte deres samarbejde. - Vi var trætte efter Abba-tiden. Frida og jeg ville ikke høre musikken igen, siger Agnetha. ";Søndag, 22. december 2013
De Unge Mødre-Nadja går fra kæresten; Det er ikke mere end to uger siden, at 20-årig Nadja Dahl afviste alle rygter om, at hende og kæresten Kenneth var gået fra hinanden. Tværtimod fortalte hun, at de hyggede sig og glædede sig til at holde jul sammen. Men nu ser det ud til, at bruddet er blevet en realitet. På sin facebook-profil bekræfter Nadja Dahl, at det er slut med kæresten, og at hun allerede har fundet en ny bopæl til hende og børnene. - Ja, jeg kan bekræfte, at vi er gået fra hinanden og flyttet hver for sig… OG NEJ, jeg har ikke behov for at fortælle om stort og småt, og hvorfor, som han gør. Det er hans valg, og jeg vælger så at lade være med at sige noget som helst, skriver Nadja, der har fundet en ny, hyggelig lejlighed på Fyn. Hygger med børnene Men singlemoren har det tilsyneladende fint med sin nye status som single. På facebook skriver hun: - Børnene og jeg har det super godt. Marina vokser og stortrives, så det er rigtig dejligt. Jeg har valgt at fokusere 110 procent på mine børn og lader de ting være, som ikke er vigtige. Fyret fra De unge mødre Nadja Dahl var en meget populær medvirkende i tv-serien ”De unge mødre”. Indtil hun i slutningen af september pludselig blev ”fyret” af produktionsselskabet. Fordi hun ikke ville lade sig filme før efter Marinas barnedåb den 27. december. Hun udtalte dengang til Ude og Hjemme, at hvis produktionsselskabet ville have hende tilbage til serien, så var hun villig til at overveje det. Ude og Hjemme har forgæves prøvet at få en kommentar fra Nadja Dahl. LÆS OGSÅ:  Nadja Dahl afviser rygter om brud med kæresten Sådan gik det Natasja Brämer  ;Søndag, 22. december 2013
Thomas Rode: Mænd skal sgu også gå op i sig selv; 45-årige Thomas Rode, der er køkkenchef og direktør på Kong Hans Kælder, gør sig umage for at være attraktiv overfor sin kone Thilde, der er 14 år yngre end ham selv. Det afslører han i et interview i FEMINA.  SE BILLEDERNE: Sådan bor Thomas Rode  - Det er blevet legalt for en mand at sige, at han gerne vil se godt ud. At man gerne vil være attraktiv og være noget for sin kvinde. Mænd skal sgu også gå op i sig selv. Man kan ikke bare score en lækker sild i gymnasiet og køre på det resten af livet. Nej, man skal blive ved med at gøre sig umage. Det gik også op for mig, siger Thomas Rode. Da han først mødte Thilde, så han meget anderledes ud, end han gør nu, fortæller han. - Jeg stod og børstede tænder og skulle ind under dynen til min nye erobring, der var 14 år yngre end mig – og så stod mine patter og drejede rundt. Det er ikke fedt, når man kigger ned ad sig selv og gerne vil se sit store våben – og så hænger der bare en slap mavesæk over. Så er man bare ikke rigtig nogen stor, stærk hulemand, der skal være farlig og erobre sin kvinde, vel?, siger køkkenchefen. Kunne ikke præstere Selv oplevede han i starten af sit forhold én af de ting, som mænd frygter mest: Ikke at kunne præstere i sengen. - Det har nok været mit eneste deciderede nederlag som mand. Det skete, da Thilde og jeg begyndte at være sammen. På det tidspunkt var mit forhold til min kone ikke helt afklaret. Derfor har jeg det, set i bakspejlet, rigtig godt med at jeg ikke bare kunne rende ud og knalde til højre og venstre. Men lige i gerningsøjeblikket er det ikke særligt spændende, når man skal vise sin nye kæreste, at man er en fandens karl, siger ærlige Thomas Rode til FEMINA. LÆS OGSÅ:  Thomas Rode er smaskforelsket i sin Thilde. Læs på femina.dk, hvorfor hun er én af årsagerne til, at han spiser stenaldermad Christian Bitz synes, at kvinder, der ikke spiser, er usexede.  Læs hvorfor  ;Søndag, 22. december 2013
Christiane og Liam fejrer jul og et års bryllupsdag; Christiane Schaumburg-Müller og Liam O’Connor (L.O.C.) blev gift den 22. december ved et eventyrligt bryllup på Valdemars Slot sidste år. Nu - et år efter – kan parret glæde sig over, at de har købt hus, så de kan fejre jul i eget hjem for de to sammenbragte familier. - Jeg skal fejre jul med min familie og Liams familie. Vi er værter i år og bringer begge familier sammen til et stort julegilde, der kommer til at være flere dage. Når jeg skal arrangerer noget går jeg altid ”all in”. Måske lidt for meget siger jeg, fordi det snart er jul, og jeg har stadig så mange hængepartier - men jeg skal nok nå det, fortæller Christiane til BILLED-BLADET. Menuen har Christiane helt tjek på - Det skal være helt traditionel ”Schaumburg-Müller mad”. Ingen rører ved menuen. Den er kommet for at blive! Vi får and, frisk rødkåls-salat, gammeldags rødkål, brunede kartofler, almindelige kartofler, min mors sovs, Waldorfsalat og varme franske kartofler. Herefter risalamande. Senere får vi natmad bestående af alt godt fra slagteren - alt det klassiske og hjemmelavet rugbrød, røber Christiane. Hun er vild med julemåneden og ikke mindst juleaften, hvor familien er i højsædet. - Som andre familier hygger vi i et væk. Vi sidder langt tid om bordet. Vi tager alt i et stille og roligt tempo, så der er tid til at være til stede. Vores juleaftener har aldrig sluttet før midt på natten. Vi går meget op i gaver og pakker kun én op ad gangen. Vi lytter til de historier, der nu end måtte følge med gaven. Når vi får bøger eller giver bøger er de også nøje udvalgt - måske ligger der en anmeldelse ved. Man har i hvert fald gjort sin research grundigt! ;Søndag, 22. december 2013
Pernilla August: Derfor har jeg beholdt Billes efternavn; Pernilla August, der er instruktøren bag DRs nye store dramaserie, der får premiere den 1. januar, er ikke født August. Faktisk har hun haft fire forskellige efternavne, så da Bille August og Pernilla August gik fra hinanden i 1997, overvejede hun slet ikke at skifte hans efternavn ud. – Jeg har skiftet navn fire gange efterhånden. Jeg kunne selvfølgelig have byttet tilbage til mit pigenavn. Men så kom jeg til at tænke på, at nu har jeg faktisk levet med navnet Pernilla August længere end noget andet navn, jeg har haft, så hvorfor ikke lade det blive, som det er, siger hun til SØNDAG. Forbavset over ikke at blive spurgt Bille August og Pernille August har to børn sammen, hun bor i Sverige og han bor i Danmark. Men hvordan har de to det egentlig med hinanden. – Fint, svarer hun og fortsætter: - Rigtigt fint. Bille bor i Danmark med sin familie, og jeg bor i Stockholm med min, men vi ses da, når der er noget med børnene. Det er, som det skal være, siger hun. Men er det irriterende altid at blive spurgt om Bille, når det nu rent faktisk var i 1997, de gik fra hinanden? – Næh, siger hun afslappet og tilføjer: - Jeg er så vant til det. Jeg er faktisk blevet mere forbavset her i forbindelse med de seneste interviews over, at jeg IKKE er blevet spurgt, siger hun. LÆS OGSÅ:  På søndag.dk fortæller Pernilla August, hvorfor hun endte med at sige ja til at instruere Arvingerne I dag er Bille August kone Sara-Marie Maltha rundet de 40. På søndag.dk fortæller hun, hvordan hun har det med at runde det skarpe hjørne  ;Søndag, 22. december 2013
